id,date,theme,text,category,summary,sentiment,severity,churn_risk,root_cause,recommendation
166,2025-08-04,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал. Хотелось бы понять, что делать дальше.",Доставка,Задержка курьера,negative,2,low,,Уточнить статус доставки у курьера
63,2025-08-05,Адрес доставки,"Курьер сообщил, что не может найти мой адрес.",Доставка,Проблема поиска адреса доставки,negative,2,low,,Проверить точность данных в системе доставки
764,2025-08-05,Авторизация,"Не могу войти в личный кабинет. Хотелось бы понять, что делать дальше.",Личный кабинет,Проблема входа в личный кабинет,negative,2,low,,Проверить доступ к личному кабинету
489,2025-08-06,Повреждение,Заказ приехал с поврежденной упаковкой. Прошу срочно решить проблему.,Доставка,Поврежденная упаковка при доставке,negative,3,medium,Поврежденная уп:паковка при доставке,Проверить качество упаковки перед доставкой
614,2025-08-07,Возврат товара,"Хочу вернуть товар, но не понимаю, как оформить возврат. Подскажите, пожалуйста, как решить эту проблему.",Возвраты,Сложность оформления возврата,neutral,2,low,неизвестно,Упростить процесс оформления возврата
28,2025-08-08,Скидка,Обещанная скидка не применилась при оформлении заказа.,Цена,Скидка не применилась при оформлении заказа,negative,2,medium,неизвестно,Проверить условия применения скидки
180,2025-08-08,Нет ответа,"Пишу в поддержку уже второй день, никто не отвечает. Прошу помочь разобраться.",Поддержка,Отсутствие ответа в поддержке,negative,3,medium,Отсутствие ответа в поддержке,Увеличить автоматизированную проверку ответов
864,2025-08-08,Задержка доставки,Жду заказ уже несколько дней дольше обещанного срока.,Доставка,Задержка доставки,negative,3,medium,,Ускорить обработку заказов
369,2025-08-08,Пропали бонусы,"Из личного кабинета исчезли мои бонусные баллы. Надеюсь, вопрос получится быстро решить.",Бонусная программа,Бонусные баллы исчезли,neutral,2,low,,Проверить систему учета баллов
893,2025-08-08,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал.",Доставка,Задержка курьера,negative,2,low,,Уточнить статус доставки у курьера
163,2025-08-08,Адрес доставки,"Курьер сообщил, что не может найти мой адрес.",Доставка,Проблема поиска адреса доставки,negative,2,low,,Проверить точность данных в системе доставки
789,2025-08-08,Двойное списание,С карты дважды списали деньги за один заказ.,Оплата,Двойное списание заказа,negative,5,high,,Проверить систему списаний
389,2025-08-09,Адрес доставки,"Курьер сообщил, что не может найти мой адрес. Прошу помочь разобраться.",Доставка,Проблема поиска адреса доставки,negative,2,low,,Проверить корректность адреса в системе
772,2025-08-09,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал.",Доставка,Задержка курьера,negative,2,low,,Уточнить статус доставки у курьера
59,2025-08-09,Ошибка оплаты,"Платеж отклоняется, хотя с картой все в порядке. Хотелось бы понять, что делать дальше.",Оплата,Ошибка оплаты банковской картой,negative,2,low,,Проверить данные карты и транзакцию
121,2025-08-09,Курьер,"Курьер не приехал в назначенное время и не позвонил. Надеюсь, вопрос получится быстро решить.",Доставка,Отсутствие уведомления о доставке,neutral,2,low,Отсутствие уведомления курьера,Установить автоматическое уведомление курьера
737,2025-08-09,Отказ в возврате,Мне отказали в возврате товара без понятного объяснения. Прошу помочь разобраться.,Возвраты,Отказ в возврате без объяснения,negative,2,medium,,Уточнить причины отказа в возврате
360,2025-08-10,Курьер,Курьер не приехал в назначенное время и не позвонил. Поддержка тоже не помогла.,Доставка,Отсутствие уведомления о доставке,negative,2,low,,Улучшить систему уведомлений курьера
421,2025-08-13,Документы,В документах к заказу указаны неверные данные. Прошу помочь разобраться.,Документы,Неверные данные в документах заказа,negative,2,low,,Проверить данные заказа
990,2025-08-13,Авторизация,"Не могу войти в приложение, постоянно выбрасывает на экран входа. Если вопрос не решится, больше у вас покупать не буду.",Мобильное приложение,Ошибка авторизации,negative,5,high,,Проверить работу авторизации
440,2025-08-13,Курьер,Курьер не приехал в назначенное время и не позвонил. Очень недоволен этой ситуацией.,Доставка,Отсутствие уведомления о доставке,negative,2,medium,Отсутствие уведомления о доставке,Улучшить систему уведомлений курьером
148,2025-08-14,Курьер,Курьер не приехал в назначенное время и не позвонил.,Доставка,Отсутствие уведомления о доставке,negative,2,low,Отсутствие уведомления о доставке,Улучшить систему уведомлений курьера
486,2025-08-14,Скидка,Обещанная скидка не применилась при оформлении заказа.,Цена,Скидка не применилась при оформлении заказа,negative,2,medium,неизвестно,Проверить условия применения скидки
210,2025-08-14,Ошибка оплаты,"Не могу оплатить заказ банковской картой, постоянно появляется ошибка.",Оплата,Ошибка оплаты банковской картой,negative,2,low,,Проверить интеграцию банковской карты
249,2025-08-15,Авторизация,"Не могу войти в приложение, постоянно выбрасывает на экран входа.",Мобильное приложение,Ошибка входа в приложение,negative,3,medium,,Проверить аутентификацию на сервере
291,2025-08-15,Промокод,"Промокод указан как действующий, но система его не принимает.",Цена,Проблема с действующим промокодом,negative,2,low,,Проверить валидность промокода в системе
381,2025-08-15,Долгое ожидание,"Очень долго ждал ответа оператора. Надеюсь, вопрос получится быстро решить.",Поддержка,Долгое ожидание ответа,neutral,2,low,,Оптимизировать время ответа операторов
382,2025-08-15,Двойное списание,С карты дважды списали деньги за один заказ. Поддержка тоже не помогла.,Оплата,Двойное списание заказа,negative,4,medium,,Проверить систему списаний
590,2025-08-15,Качество поддержки,"Оператор не смог решить мой вопрос и просто переключал меня между отделами. Хотелось бы понять, что делать дальше.",Поддержка,Проблема переключения между отделами,negative,3,medium,непонимание оператора,Улучшить процесс переключения между отделами
502,2025-08-16,Авторизация,"Не могу войти в приложение, постоянно выбрасывает на экран входа. Прошу помочь разобраться.",Мобильное приложение,Ошибка входа в приложение,negative,2,low,,Проверить аутентификацию на сервере
852,2025-08-16,Курьер,Курьер не приехал в назначенное время и не позвонил. Прошу срочно решить проблему.,Доставка,Отсутствие уведомления о доставке,negative,4,medium,Отсутствие уведомления о доставке,Уведомлять курьера о задержке доставки
628,2025-08-17,Поврежденный товар,Товар приехал поврежденным и пользоваться им невозможно.,Качество товара,Поврежденный товар,negative,5,high,,Исправить доставку и проверку товара
492,2025-08-17,Долгое ожидание,Очень долго ждал ответа оператора.,Поддержка,Долгое ожидание ответа,negative,2,low,,Оптимизировать обработку запросов
7,2025-08-18,Брак,Получил товар с явным браком. Поддержка тоже не помогла.,Качество товара,Брак товара,negative,4,high,,Проверить качество поставок
442,2025-08-18,Задержка доставки,Жду заказ уже несколько дней дольше обещанного срока.,Доставка,Задержка доставки,negative,3,medium,,Ускорить обработку заказов
994,2025-08-20,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал.",Доставка,Задержка курьера,negative,2,low,,Уточнить статус доставки у курьера
831,2025-08-20,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал. Подскажите, пожалуйста, как решить эту проблему.",Доставка,Задержка курьера,negative,2,low,,Уточнить статус доставки
224,2025-08-21,Задержка доставки,"Жду заказ уже несколько дней дольше обещанного срока. Если вопрос не решится, больше у вас покупать не буду.",Доставка,Задержка доставки,negative,5,high,,Ускорить доставку
607,2025-08-21,Документы,В документах к заказу указаны неверные данные. Прошу помочь разобраться.,Документы,Неверные данные в документах заказа,negative,2,low,,Проверить данные заказа
69,2025-08-21,Повреждение,Заказ приехал с поврежденной упаковкой. Очень недоволен этой ситуацией.,Доставка,Поврежденная упаковка при доставке,negative,3,medium,Поврежденная упатовка при доставке,Проверить качество упаковки перед отправкой
17,2025-08-21,Долгое ожидание,Очень долго ждал ответа оператора.,Поддержка,Долгое ожидание ответа,negative,2,low,,Оптимизировать обработку запросов
165,2025-08-21,Ошибка оплаты,"Платеж отклоняется, хотя с картой все в порядке.",Оплата,Ошибка оплаты банковской картой,negative,2,low,,Проверить систему оплаты на ошибки
332,2025-08-21,Задержка доставки,Жду заказ уже несколько дней дольше обещанного срока. Очень недоволен этой ситуацией.,Доставка,Задержка доставки,negative,4,high,,Ускорить обработку заказов
886,2025-08-21,Нет ответа,"Пишу в поддержку уже второй день, никто не отвечает.",Поддержка,Отсутствие ответа в поддержке,negative,3,medium,Отсутствие ответа в поддержке,Увеличить автоматизацию ответов в поддержке
244,2025-08-21,Курьер,Курьер не приехал в назначенное время и не позвонил.,Доставка,Отсутствие уведомления о доставке,negative,2,low,Отсутствие уведомления о доставке,Улучшить систему уведомлений курьера
635,2025-08-22,Несоответствие,"Товар совсем не соответствует описанию на сайте. Хотелось бы понять, что делать дальше.",Качество товара,Несоответствие товара описанию,negative,2,medium,,Проверить соответствие товара описанию на сайте
699,2025-08-22,Ошибка оплаты,"Платеж отклоняется, хотя с картой все в порядке. Очень недоволен этой ситуацией.",Оплата,Ошибка оплаты банковской картой,negative,3,medium,,Проверить систему оплаты на ошибки
843,2025-08-22,Адрес доставки,"Курьер сообщил, что не может найти мой адрес.",Доставка,Проблема поиска адреса доставки,negative,2,low,,Проверить точность данных в системе доставки
293,2025-08-22,Не начислены бонусы,"За покупку не начислили обещанные бонусы. Подскажите, пожалуйста, как решить эту проблему.",Бонусная программа,Не начислены бонусы,negative,2,medium,,Проверить систему начисления бонусов
347,2025-08-23,Нет ответа,"Пишу в поддержку уже второй день, никто не отвечает.",Поддержка,Отсутствие ответа в поддержке,negative,3,medium,Отсутствие ответа в поддержке,Увеличить автоматизацию ответов в поддержке
479,2025-08-23,Задержка доставки,Жду заказ уже несколько дней дольше обещанного срока.,Доставка,Задержка доставки,negative,3,medium,,Ускорить обработку заказов
549,2025-08-23,Чек,"Не получил электронный чек после покупки. Надеюсь, вопрос получится быстро решить.",Документы,Отсутствие электронного чека,neutral,2,low,,Проверить систему электронных чеков
796,2025-08-23,Качество поддержки,Оператор не смог решить мой вопрос и просто переключал меня между отделами. Это уже не первый раз.,Поддержка,Переключения между отделами,negative,3,medium,неправильная координация между отделами,Улучшить координацию между отделами
110,2025-08-24,Двойное списание,С карты дважды списали деньги за один заказ.,Оплата,Двойное списание заказа,negative,5,high,,Проверить систему списаний
12,2025-08-24,Поврежденный товар,Товар приехал поврежденным и пользоваться им невозможно.,Качество товара,Поврежденный товар,negative,5,high,,Исправить доставку и проверку товара
183,2025-08-24,Ошибка приложения,Приложение зависает при оформлении заказа.,Мобильное приложение,Зависание при оформлении заказа,negative,2,medium,,Оптимизировать процесс оформления заказа
21,2025-08-25,Двойное списание,С карты дважды списали деньги за один заказ. Очень недоволен этой ситуацией.,Оплата,Двойное списание заказа,negative,5,high,,Проверить систему списаний
760,2025-08-25,Изменилась цена,"В корзине цена товара оказалась выше, чем на странице товара. Хотелось бы понять, что делать дальше.",Цена,Неправильная цена в корзине,neutral,2,low,,Проверить синхронизацию цен в корзине
668,2025-08-26,Промокод,"Промокод указан как действующий, но система его не принимает. Подскажите, пожалуйста, как решить эту проблему.",Цена,Проблема с действующим промокодом,neutral,2,low,,Проверить валидность промокода в системе
188,2025-08-26,Несоответствие,"Товар совсем не соответствует описанию на сайте. Подскажите, пожалуйста, как решить эту проблему.",Качество товара,Несоответствие товара описанию,negative,3,medium,,Проверить соответствие товара описанию
681,2025-08-27,Поврежденный товар,Товар приехал поврежденным и пользоваться им невозможно.,Качество товара,Поврежденный товар,negative,5,high,,Исправить доставку и проверку товара
907,2025-08-27,Списание бонусов,Не получается использовать накопленные бонусы при оплате.,Бонусная программа,Проблема использования бонусов при оплате,negative,2,medium,,Проверить интеграцию бонусной системы с платежной системой
172,2025-08-27,Долгое ожидание,Очень долго ждал ответа оператора.,Поддержка,Долгое ожидание ответа,negative,2,low,,Оптимизировать обработку запросов
231,2025-08-28,Качество поддержки,"Оператор не смог решить мой вопрос и просто переключал меня между отделами. Подскажите, пожалуйста, как решить эту проблему.",Поддержка,Проблема переключения между отделами,negative,3,medium,Оператор не смог решить вопрос,Улучшить процесс переключения между отделами
409,2025-08-29,Возврат денег,"Товар вернул неделю назад, а деньги еще не поступили. Поддержка тоже не помогла.",Возвраты,Задержка возврата средств,negative,3,medium,непрерывная задержка возврата средств,Ускорить обработку возвратов
443,2025-08-29,Изменилась цена,"В корзине цена товара оказалась выше, чем на странице товара.",Цена,Неправильная цена в корзине,negative,2,low,,Проверить синхронизацию цен в корзине
471,2025-08-29,Адрес доставки,"Курьер сообщил, что не может найти мой адрес.",Доставка,Проблема поиска адреса доставки,negative,2,low,,Проверить точность данных в системе доставки
240,2025-08-29,Возврат денег,Деньги после отмены заказа до сих пор не вернулись.,Оплата,Отсутствие возврата после отмены заказа,negative,3,medium,,Ускорить обработку возвратов после отмены заказа
552,2025-08-29,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал. Прошу срочно решить проблему.",Доставка,Задержка курьера,negative,3,medium,,Ускорить доставку курьера
959,2025-08-30,Несоответствие,Товар совсем не соответствует описанию на сайте.,Качество товара,Несоответствие товара описанию,negative,3,medium,,Проверить описания товаров на соответствие реальному товару
875,2025-08-30,Изменилась цена,"В корзине цена товара оказалась выше, чем на странице товара.",Цена,Неправильная цена в корзине,negative,2,low,,Проверить синхронизацию цен в корзине
596,2025-08-30,Задержка доставки,Жду заказ уже несколько дней дольше обещанного срока.,Доставка,Задержка доставки,negative,3,medium,,Ускорить обработку заказов
563,2025-08-31,Брак,"Получил товар с явным браком. Надеюсь, вопрос получится быстро решить.",Качество товара,Брак товара,neutral,2,low,,Проверить качество поставок
57,2025-08-31,Адрес доставки,"Курьер сообщил, что не может найти мой адрес. Поддержка тоже не помогла.",Доставка,Проблема поиска адреса доставки,negative,2,low,,Проверить точность данных в системе доставки
171,2025-08-31,Качество поддержки,Оператор не смог решить мой вопрос и просто переключал меня между отделами.,Поддержка,Переключения между отделами,negative,3,medium,,Улучшить координацию между отделами
359,2025-08-31,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал.",Доставка,Задержка курьера,negative,2,low,,Уточнить статус доставки у курьера
198,2025-08-31,Поврежденный товар,"Товар приехал поврежденным и пользоваться им невозможно. Подскажите, пожалуйста, как решить эту проблему.",Качество товара,Поврежденный товар,negative,4,medium,Поврежденный товар при получении,Организовать замену поврежденного товара
135,2025-09-01,Ошибка приложения,"После обновления приложение перестало запускаться. Хотелось бы понять, что делать дальше.",Мобильное приложение,Приложение не запускается после обновления,negative,2,low,,Проверить стабильность обновления
211,2025-09-02,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал. Подскажите, пожалуйста, как решить эту проблему.",Доставка,Задержка курьера,negative,2,low,,Уточнить статус доставки
348,2025-09-03,Списание бонусов,Не получается использовать накопленные бонусы при оплате. Очень недоволен этой ситуацией.,Бонусная программа,Ошибка использования бонусов при оплате,negative,3,medium,,Проверить интеграцию бонусной программы с платежной системой
754,2025-09-03,Возврат денег,"Товар вернул неделю назад, а деньги еще не поступили.",Возвраты,Задержка возврата средств,negative,2,medium,,Ускорить обработку возвратов
586,2025-09-03,Несоответствие,Товар совсем не соответствует описанию на сайте.,Качество товара,Несоответствие товара описанию,negative,3,medium,,Проверить описания товаров на соответствие реальному товару
955,2025-09-03,Ошибка приложения,Приложение зависает при оформлении заказа.,Мобильное приложение,Зависание при оформлении заказа,negative,2,medium,,Оптимизировать процесс оформления заказа
538,2025-09-05,Долгое ожидание,"Очень долго ждал ответа оператора. Надеюсь, вопрос получится быстро решить.",Поддержка,Долгое ожидание ответа,neutral,2,low,,Оптимизировать время ответа операторов
779,2025-09-05,Брак,"Получил товар с явным браком. Хотелось бы понять, что делать дальше.",Качество товара,Брак товара,negative,3,medium,,Проверить качество поставок
264,2025-09-05,Несоответствие,Товар совсем не соответствует описанию на сайте. Поддержка тоже не помогла.,Качество товара,Несоответствие товара описанию,negative,3,medium,Несоответствие товара описанию,Проверить описания товаров на соответствие реальному товару
257,2025-09-05,Чек,"Не получил электронный чек после покупки. Хотелось бы понять, что делать дальше.",Документы,Отсутствие электронного чека после покупки,negative,2,low,,Проверить систему электронных чеков
294,2025-09-05,Адрес доставки,"Курьер сообщил, что не может найти мой адрес. Надеюсь, вопрос получится быстро решить.",Доставка,Проблема поиска адреса доставки,neutral,2,low,,Проверить актуальность адреса в системе доставки
45,2025-09-06,Профиль,Не получается изменить номер телефона в профиле. Поддержка тоже не помогла.,Личный кабинет,Ошибка изменения номера телефона,negative,2,low,,Проверить доступ к профилю
434,2025-09-06,Двойное списание,С карты дважды списали деньги за один заказ.,Оплата,Двойное списание заказа,negative,5,high,,Проверить систему списаний
190,2025-09-07,Возврат денег,Деньги после отмены заказа до сих пор не вернулись.,Оплата,Отсутствие возврата после отмены заказа,negative,3,medium,,Ускорить обработку возвратов после отмены заказа
802,2025-09-07,Авторизация,"Не могу войти в приложение, постоянно выбрасывает на экран входа. Прошу помочь разобраться.",Мобильное приложение,Ошибка входа в приложение,negative,2,low,,Проверить аутентификацию на сервере
700,2025-09-07,Повреждение,Заказ приехал с поврежденной упаковкой. Прошу помочь разобраться.,Доставка,Поврежденная упаковка при доставке,negative,2,low,,Проверить качество упаковки перед доставкой
70,2025-09-07,Возврат денег,Деньги после отмены заказа до сих пор не вернулись.,Оплата,Отсутствие возврата после отмены заказа,negative,3,medium,,Ускорить обработку возвратов после отмены заказа
833,2025-09-07,Возврат товара,"Хочу вернуть товар, но не понимаю, как оформить возврат. Прошу срочно решить проблему.",Возвраты,Сложность оформления возврата,negative,2,medium,не понимает как оформить возврат,Упростить процесс оформления возврата
182,2025-09-08,Курьер,Курьер не приехал в назначенное время и не позвонил. Очень недоволен этой ситуацией.,Доставка,Отсутствие уведомления о доставке,negative,2,medium,Отсутствие уведомления о доставке,Улучшить систему уведомлений курьером
691,2025-09-08,Документы,В документах к заказу указаны неверные данные. Это уже не первый раз.,Документы,Неверные данные в документах,negative,3,medium,неверные данные в документах,Проверить данные в документах перед отправкой
263,2025-09-08,Списание бонусов,Не получается использовать накопленные бонусы при оплате. Прошу помочь разобраться.,Бонусная программа,Проблема использования бонусов при оплате,negative,2,low,,Проверить настройки бонусной программы
93,2025-09-08,Ошибка оплаты,"Не могу оплатить заказ банковской картой, постоянно появляется ошибка.",Оплата,Ошибка оплаты банковской картой,negative,2,low,,Проверить интеграцию банковской карты
508,2025-09-09,Двойное списание,С карты дважды списали деньги за один заказ. Прошу срочно решить проблему.,Оплата,Двойное списание заказа,negative,5,high,,Возврат средств за двойное списание
212,2025-09-09,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал.",Доставка,Задержка курьера,negative,2,low,,Уточнить статус доставки у курьера
918,2025-09-09,Изменилась цена,"В корзине цена товара оказалась выше, чем на странице товара. Это уже не первый раз.",Цена,Непостоянство цены товара,negative,2,medium,,Проверить синхронизацию цен в корзине
692,2025-09-09,Качество поддержки,Оператор не смог решить мой вопрос и просто переключал меня между отделами. Поддержка тоже не помогла.,Поддержка,Переключения между отделами без решения,negative,3,medium,неправильная координация между отделами,Улучшить координацию между отделами
608,2025-09-10,Не начислены бонусы,За покупку не начислили обещанные бонусы. Прошу срочно решить проблему.,Бонусная программа,Не начислены бонусы,negative,4,high,,Проверить систему начисления бонусов
30,2025-09-10,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал. Прошу срочно решить проблему.",Доставка,Задержка курьера,negative,3,medium,,Ускорить доставку курьера
911,2025-09-10,Чек,Не получил электронный чек после покупки. Это уже не первый раз.,Документы,Отсутствие электронного чека,negative,2,low,,Установить автоматическое отправление чека
322,2025-09-10,Задержка доставки,"Жду заказ уже несколько дней дольше обещанного срока. Если вопрос не решится, больше у вас покупать не буду.",Доставка,Задержка доставки,negative,5,high,,Ускорить доставку
604,2025-09-11,Возврат денег,"Деньги после отмены заказа до сих пор не вернулись. Если вопрос не решится, больше у вас покупать не буду.",Оплата,Ожидание возврата после отмены заказа,negative,5,high,Не вернулись деньги после отмены заказа,Ускорить обработку возвратов после отмены заказа
663,2025-09-11,Курьер,Курьер не приехал в назначенное время и не позвонил. Очень недоволен этой ситуацией.,Доставка,Отсутствие уведомления о доставке,negative,2,medium,Отсутствие уведомления о доставке,Улучшить систему уведомлений курьером
748,2025-09-11,Авторизация,"Не могу войти в приложение, постоянно выбрасывает на экран входа. Хотелось бы понять, что делать дальше.",Мобильное приложение,Проблема входа в приложение,negative,2,medium,,Проверить статус сессии и аутентификацию
812,2025-09-11,Ошибка приложения,"После обновления приложение перестало запускаться. Надеюсь, вопрос получится быстро решить.",Мобильное приложение,Приложение не запускается после обновления,neutral,2,low,,Проверить стабильность обновления приложения
946,2025-09-12,Адрес доставки,"Курьер сообщил, что не может найти мой адрес.",Доставка,Проблема поиска адреса доставки,negative,2,low,,Проверить точность данных в системе доставки
895,2025-09-12,Долгое ожидание,Очень долго ждал ответа оператора.,Поддержка,Долгое ожидание ответа,negative,2,low,,Оптимизировать обработку запросов
984,2025-09-12,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал.",Доставка,Задержка курьера,negative,2,low,,Уточнить статус доставки у курьера
713,2025-09-13,Профиль,Не получается изменить номер телефона в профиле. Поддержка тоже не помогла.,Личный кабинет,Ошибка изменения номера телефона,negative,2,low,,Проверить доступ к профилю
896,2025-09-13,Не начислены бонусы,За покупку не начислили обещанные бонусы.,Бонусная программа,Не начислены бонусы,negative,2,medium,,Проверить систему начисления бонусов
871,2025-09-13,Ошибка приложения,После обновления приложение перестало запускаться. Прошу помочь разобраться.,Мобильное приложение,Приложение не запускается после обновления,negative,2,low,,Проверить стабильность обновления
577,2025-09-14,Ошибка приложения,Приложение зависает при оформлении заказа. Прошу срочно решить проблему.,Мобильное приложение,Зависание при оформлении заказа,negative,4,high,,Проверить стабильность приложения при оформлении заказа
703,2025-09-15,Профиль,"Не получается изменить номер телефона в профиле. Подскажите, пожалуйста, как решить эту проблему.",Личный кабинет,Ошибка изменения номера телефона,neutral,2,low,,Проверить доступ к профилю
73,2025-09-15,Промокод,"Промокод указан как действующий, но система его не принимает.",Цена,Проблема с действующим промокодом,negative,2,low,,Проверить валидность промокода в системе
657,2025-09-15,Чек,Не получил электронный чек после покупки. Прошу срочно решить проблему.,Документы,Отсутствие электронного чека после покупки,negative,3,medium,,Проверить систему генерации чеков
557,2025-09-16,Качество поддержки,Оператор не смог решить мой вопрос и просто переключал меня между отделами.,Поддержка,Переключения между отделами,negative,3,medium,,Улучшить координацию между отделами
630,2025-09-16,Двойное списание,С карты дважды списали деньги за один заказ.,Оплата,Двойное списание заказа,negative,5,high,,Проверить систему списаний
609,2025-09-16,Нет ответа,"Пишу в поддержку уже второй день, никто не отвечает. Поддержка тоже не помогла.",Поддержка,Отсутствие ответа в поддержке,negative,3,medium,Отсутствие ответа в поддержке,Увеличить автоматизированную проверку ответов
144,2025-09-16,Качество поддержки,"Оператор не смог решить мой вопрос и просто переключал меня между отделами. Хотелось бы понять, что делать дальше.",Поддержка,Проблема переключения между отделами,negative,3,medium,непонимание оператора,Улучшить процесс переключения между отделами
766,2025-09-17,Промокод,"Промокод указан как действующий, но система его не принимает. Подскажите, пожалуйста, как решить эту проблему.",Цена,Проблема с действующим промокодом,neutral,2,low,,Проверить валидность промокода в системе
261,2025-09-17,Возврат товара,"Хочу вернуть товар, но не понимаю, как оформить возврат.",Возвраты,Сложность оформления возврата,negative,2,low,не понимает как оформить возврат,Упростить процесс оформления возврата
470,2025-09-17,Ошибка приложения,"После обновления приложение перестало запускаться. Подскажите, пожалуйста, как решить эту проблему.",Мобильное приложение,Приложение не запускается после обновления,negative,2,low,,Проверить совместимость версии приложения с операционной системой
